INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,DISTRICT,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,STREET
I182060372,3410,Towed,B2,31-07-2018 00:11,2018,7,Tuesday,PASADENA RD
I182060371,3301,Verbal Disputes,D14,31-07-2018 03:36,2018,7,Tuesday,FANEUIL ST
I182060370,3301,Verbal Disputes,E18,31-07-2018 03:10,2018,7,Tuesday,LINWOOD ST
I182060367,619,Larceny,D4,31-07-2018 02:54,2018,7,Tuesday,COMMONWEALTH AVE
I182060366,413,Aggravated Assault,C11,31-07-2018 02:17,2018,7,Tuesday,PARK ST
I182060365,3006,Medical Assistance,D14,31-07-2018 02:05,2018,7,Tuesday,COMMONWEALTH AVE
I182060363,2662,Ballistics,B3,31-07-2018 02:02,2018,7,Tuesday,SELDEN ST
I182060363,3115,Investigate Person,B3,31-07-2018 02:02,2018,7,Tuesday,SELDEN ST
I182060362,613,Larceny,A1,31-07-2018 02:00,2018,7,Tuesday,CHARLES ST
I182060361,1503,Firearm Violations,C11,30-07-2018 23:50,2018,7,Monday,SANTUIT ST
I182060361,1846,Drug Violation,C11,30-07-2018 23:50,2018,7,Monday,SANTUIT ST
I182060360,3006,Medical Assistance,E18,31-07-2018 01:05,2018,7,Tuesday,RIVER ST
I182060359,3803,Motor Vehicle Accident Response,B2,31-07-2018 01:28,2018,7,Tuesday,RUGGLES ST
I182060358,3301,Verbal Disputes,D14,31-07-2018 01:09,2018,7,Tuesday,COMMONWEALTH AVE
I182060357,706,Auto Theft,D4,31-07-2018 01:30,2018,7,Tuesday,TREMONT ST
I182060357,615,Larceny From Motor Vehicle,D4,31-07-2018 01:30,2018,7,Tuesday,TREMONT ST
I182060357,1402,Vandalism,D4,31-07-2018 01:30,2018,7,Tuesday,TREMONT ST
I182060357,2616,Other,D4,31-07-2018 01:30,2018,7,Tuesday,TREMONT ST
I182060356,3301,Verbal Disputes,B3,31-07-2018 00:04,2018,7,Tuesday,OUTLOOK RD
I182060355,1415,Vandalism,D14,31-07-2018 01:34,2018,7,Tuesday,CAMBRIDGE ST
I182060353,301,Robbery,A1,31-07-2018 01:25,2018,7,Tuesday,STATE ST
I182060353,1300,Recovered Stolen Property,A1,31-07-2018 01:25,2018,7,Tuesday,STATE ST
I182060350,3115,Investigate Person,C11,30-07-2018 23:08,2018,7,Monday,SANTUIT ST
I182060349,3805,Motor Vehicle Accident Response,C11,30-07-2018 23:55,2018,7,Monday,GIBSON ST
I182060348,301,Robbery,B2,31-07-2018 00:18,2018,7,Tuesday,
I182060347,301,Robbery,E18,31-07-2018 00:08,2018,7,Tuesday,RIVER ST
I182060345,614,Larceny From Motor Vehicle,D4,30-07-2018 18:00,2018,7,Monday,MASSACHUSETTS AVE
I182060343,3501,Missing Person Reported,C11,28-07-2018 20:00,2018,7,Saturday,CUSHING AVE
I182060342,3801,Motor Vehicle Accident Response,E5,30-07-2018 22:30,2018,7,Monday,LAGRANGE ST
I182060341,3006,Medical Assistance,B3,30-07-2018 23:29,2018,7,Monday,DRUMMOND ST
I182060339,3301,Verbal Disputes,E18,30-07-2018 21:11,2018,7,Monday,RILEY RD
I182060338,3803,Motor Vehicle Accident Response,E18,30-07-2018 22:45,2018,7,Monday,HYDE PARK AVE
I182060336,2660,Other,E5,30-07-2018 23:18,2018,7,Monday,GRANFIELD AVE
I182060335,613,Larceny,B2,30-07-2018 23:00,2018,7,Monday,HUMBOLDT AVE
I182060335,802,Simple Assault,B2,30-07-2018 23:00,2018,7,Monday,HUMBOLDT AVE
I182060334,3831,Motor Vehicle Accident Response,D14,30-07-2018 22:14,2018,7,Monday,ANTWERP ST
I182060330,617,Larceny,D4,30-07-2018 23:08,2018,7,Monday,WESTLAND AVE
I182060329,3115,Investigate Person,B2,30-07-2018 22:44,2018,7,Monday,MALCOLM X BLVD
I182060328,1402,Vandalism,E13,30-07-2018 22:40,2018,7,Monday,WASHINGTON ST
I182060328,3111,License Violation,E13,30-07-2018 22:40,2018,7,Monday,WASHINGTON ST
I182060328,2401,Disorderly Conduct,E13,30-07-2018 22:40,2018,7,Monday,WASHINGTON ST
I182060327,3301,Verbal Disputes,B2,30-07-2018 21:45,2018,7,Monday,BLUE HILL AVE
I182060326,3410,Towed,B3,30-07-2018 21:48,2018,7,Monday,FAIRMOUNT ST
I182060325,3301,Verbal Disputes,B2,30-07-2018 22:34,2018,7,Monday,PONTIAC ST
I182060324,3114,Investigate Property,A1,30-07-2018 22:22,2018,7,Monday,MILK ST
I182060323,613,Larceny,A1,30-07-2018 22:06,2018,7,Monday,CAMBRIDGE ST
I182060322,1849,Drug Violation,B2,30-07-2018 22:12,2018,7,Monday,DUDLEY ST
I182060319,735,Auto Theft Recovery,B2,30-07-2018 21:50,2018,7,Monday,CRAWFORD ST
I182060318,613,Larceny,D4,30-07-2018 22:24,2018,7,Monday,NEWBURY ST
I182060317,3115,Investigate Person,D4,30-07-2018 21:34,2018,7,Monday,BEACON ST
I182060315,520,Residential Burglary,A1,30-07-2018 17:00,2018,7,Monday,CORTES ST
I182060314,3202,Property Found,E13,30-07-2018 21:20,2018,7,Monday,PERKINS ST
I182060313,2900,Other,E18,30-07-2018 20:40,2018,7,Monday,CUMMINS HWY
I182060312,3006,Medical Assistance,D4,30-07-2018 20:49,2018,7,Monday,BURBANK ST
I182060311,3803,Motor Vehicle Accident Response,,30-07-2018 21:00,2018,7,Monday,
I182060310,3301,Verbal Disputes,C11,30-07-2018 21:14,2018,7,Monday,BELLEVUE ST
I182060309,413,Aggravated Assault,E5,30-07-2018 21:31,2018,7,Monday,LAGRANGE ST
I182060308,3115,Investigate Person,B3,30-07-2018 20:27,2018,7,Monday,ELLISON AVE
I182060306,617,Larceny,D14,30-07-2018 21:28,2018,7,Monday,HANO ST
I182060304,3201,Property Lost,B2,30-07-2018 20:00,2018,7,Monday,BLUE HILL AVE
I182060303,2647,Other,A1,30-07-2018 19:39,2018,7,Monday,BEACON ST
I182060301,1001,Counterfeiting,C11,4/6/2018 0:00,2018,6,Monday,WASHINGTON ST
I182060300,3115,Investigate Person,E13,30-07-2018 19:39,2018,7,Monday,CENTRE ST
I182060299,3301,Verbal Disputes,B3,30-07-2018 20:36,2018,7,Monday,MORTON VILLAGE DR
I182060298,3831,Motor Vehicle Accident Response,B2,30-07-2018 06:00,2018,7,Monday,HARLOW ST
I182060297,413,Aggravated Assault,E18,30-07-2018 20:40,2018,7,Monday,METROPOLITAN AVE
I182060295,3115,Investigate Person,E5,30-07-2018 20:05,2018,7,Monday,GEORGETOWNE DR
I182060294,3821,Motor Vehicle Accident Response,C6,30-07-2018 21:06,2018,7,Monday,COLUMBIA ROAD ROTARY
I182060292,802,Simple Assault,C6,30-07-2018 20:35,2018,7,Monday,MONSIGNOR DENNIS F O'CALL
I182060291,1201,Embezzlement,D4,15-07-2018 18:38,2018,7,Sunday,KILMARNOCK ST
I182060289,423,Aggravated Assault,E13,30-07-2018 20:40,2018,7,Monday,BOYLSTON ST
I182060288,613,Larceny,,30-07-2018 18:53,2018,7,Monday,NEWBURY
I182060287,3301,Verbal Disputes,C11,30-07-2018 20:34,2018,7,Monday,OLNEY ST
I182060285,3006,Medical Assistance,A7,30-07-2018 20:11,2018,7,Monday,SUMNER ST
I182060284,613,Larceny,A1,30-07-2018 18:31,2018,7,Monday,FANEUIL HALL MARKETPLACE
I182060283,3006,Medical Assistance,E5,30-07-2018 19:55,2018,7,Monday,CHESBROUGH RD
I182060281,1109,Fraud,C11,30-07-2018 12:30,2018,7,Monday,GLENDALE ST
I182060280,3114,Investigate Property,B3,30-07-2018 20:10,2018,7,Monday,BALLOU AVE
I182060279,3002,Medical Assistance,A1,30-07-2018 19:46,2018,7,Monday,SALEM ST
I182060278,1402,Vandalism,B2,30-07-2018 19:15,2018,7,Monday,WOODWARD AVE
I182060277,614,Larceny From Motor Vehicle,B3,30-07-2018 19:39,2018,7,Monday,NORWELL ST
I182060276,2647,Other,D4,30-07-2018 19:25,2018,7,Monday,WASHINGTON ST
I182060275,1402,Vandalism,C11,30-07-2018 12:00,2018,7,Monday,DORCHESTER AVE
I182060274,3114,Investigate Property,B2,30-07-2018 19:20,2018,7,Monday,DRAYTON AVE
I182060273,1102,Fraud,D14,26-07-2018 07:15,2018,7,Thursday,ALLSTON ST
I182060272,613,Larceny,A1,30-07-2018 16:51,2018,7,Monday,FANEUIL HALL MARKETPLACE
I182060271,619,Larceny,E13,25-07-2018 13:58,2018,7,Wednesday,WYMAN ST
I182060270,614,Larceny From Motor Vehicle,C6,29-07-2018 19:00,2018,7,Sunday,G ST
I182060268,1842,Drug Violation,E13,30-07-2018 19:05,2018,7,Monday,
I182060266,3006,Medical Assistance,E13,30-07-2018 19:01,2018,7,Monday,COLUMBUS AVE
I182060265,614,Larceny From Motor Vehicle,C11,30-07-2018 19:00,2018,7,Monday,TREMLETT ST
I182060264,3114,Investigate Property,D14,30-07-2018 19:29,2018,7,Monday,WASHINGTON ST
I182060263,2647,Other,D14,30-07-2018 18:08,2018,7,Monday,COMMONWEALTH AVE
I182060262,1402,Vandalism,A7,30-07-2018 01:00,2018,7,Monday,BENNINGTON ST
I182060261,3201,Property Lost,C6,27-07-2018 21:00,2018,7,Friday,SUMMER ST
I182060261,1102,Fraud,C6,27-07-2018 21:00,2018,7,Friday,SUMMER ST
I182060260,619,Larceny,C6,30-07-2018 18:32,2018,7,Monday,DORCHESTER ST
I182060260,3207,Property Found,C6,30-07-2018 18:32,2018,7,Monday,DORCHESTER ST
I182060259,613,Larceny,D4,30-07-2018 18:17,2018,7,Monday,BOYLSTON ST
I182060257,615,Larceny From Motor Vehicle,B2,28-07-2018 01:00,2018,7,Saturday,MASCOMA ST
I182060257,3831,Motor Vehicle Accident Response,B2,28-07-2018 01:00,2018,7,Saturday,MASCOMA ST
I182060256,1402,Vandalism,A1,30-07-2018 18:35,2018,7,Monday,SUMMER ST
I182060255,1402,Vandalism,D4,19-07-2018 19:00,2018,7,Thursday,CAMDEN ST
I182060254,802,Simple Assault,A7,30-07-2018 18:15,2018,7,Monday,SHELBY ST
I182060253,3831,Motor Vehicle Accident Response,B2,30-07-2018 18:15,2018,7,Monday,WINTHROP ST
I182060252,3112,Landlord/Tenant Disputes,E13,30-07-2018 18:53,2018,7,Monday,PRIESING ST
I182060251,2629,Harassment,E18,29-07-2018 15:25,2018,7,Sunday,OSCEOLA ST
I182060251,2647,Other,E18,29-07-2018 15:25,2018,7,Sunday,OSCEOLA ST
I182060251,3170,Other,E18,29-07-2018 15:25,2018,7,Sunday,OSCEOLA ST
I182060250,1841,Drug Violation,B3,30-07-2018 18:47,2018,7,Monday,BLUE HILL AVE
I182060249,1843,Drug Violation,B3,30-07-2018 18:46,2018,7,Monday,BLUE HILL AVE
I182060248,613,Larceny,D4,30-07-2018 18:22,2018,7,Monday,NEWBURY ST
I182060247,3803,Motor Vehicle Accident Response,A15,30-07-2018 17:50,2018,7,Monday,
I182060246,2629,Harassment,B2,30-07-2018 18:05,2018,7,Monday,BROOK MARSHALL RD
I182060245,1848,Drug Violation,D14,30-07-2018 17:48,2018,7,Monday,CHESTNUT HILL AVE
I182060244,1402,Vandalism,E13,27-07-2018 07:00,2018,7,Friday,CHESTNUT AVE
I182060244,619,Larceny,E13,27-07-2018 07:00,2018,7,Friday,CHESTNUT AVE
I182060243,3201,Property Lost,A7,28-07-2018 12:00,2018,7,Saturday,HARBORSIDE DR
I182060242,1844,Drug Violation,C6,30-07-2018 18:20,2018,7,Monday,FRONTAGE RD
I182060242,1842,Drug Violation,C6,30-07-2018 18:20,2018,7,Monday,FRONTAGE RD
I182060241,1843,Drug Violation,C11,30-07-2018 18:10,2018,7,Monday,ADAMS ST
I182060239,1106,Confidence Games,A1,28-07-2018 20:30,2018,7,Saturday,WASHINGTON ST
I182060238,3115,Investigate Person,A7,30-07-2018 17:23,2018,7,Monday,BENNINGTON ST
I182060237,616,Larceny,D4,28-07-2018 21:00,2018,7,Saturday,COLUMBUS AVE
I182060236,3831,Motor Vehicle Accident Response,C6,30-07-2018 11:00,2018,7,Monday,OLD COLONY AVE
I182060235,301,Robbery,B3,28-07-2018 21:30,2018,7,Saturday,ESMOND ST
I182060234,3502,Missing Person Located,D14,29-07-2018 18:01,2018,7,Sunday,FANEUIL ST
I182060233,3801,Motor Vehicle Accident Response,A1,11/7/2018 17:00,2018,7,Wednesday,CAUSEWAY ST
I182060232,3830,Motor Vehicle Accident Response,B2,30-07-2018 17:30,2018,7,Monday,DUDLEY ST
I182060231,801,Simple Assault,A1,30-07-2018 16:53,2018,7,Monday,TREMONT ST
I182060230,614,Larceny From Motor Vehicle,D4,30-07-2018 17:37,2018,7,Monday,SHAWMUT AVE
I182060229,3811,Motor Vehicle Accident Response,D4,30-07-2018 17:30,2018,7,Monday,BROOKLINE AVE
I182060228,3802,Motor Vehicle Accident Response,B2,30-07-2018 17:41,2018,7,Monday,WARREN ST
I182060227,3207,Property Found,D4,28-07-2018 00:00,2018,7,Saturday,BEACON ST
I182060226,3201,Property Lost,A1,30-07-2018 16:30,2018,7,Monday,NEW SUDBURY ST
I182060225,3125,Warrant Arrests,A1,30-07-2018 17:00,2018,7,Monday,TREMONT ST
I182060224,1845,Drug Violation,E18,30-07-2018 16:00,2018,7,Monday,SPRAGUE ST
I182060223,1402,Vandalism,C6,30-07-2018 12:00,2018,7,Monday,E EIGHTH ST
I182060222,3201,Property Lost,A1,27-07-2018 11:30,2018,7,Friday,ATLANTIC AVE
I182060220,614,Larceny From Motor Vehicle,E5,30-07-2018 05:00,2018,7,Monday,CUTHBERT RD
I182060217,3831,Motor Vehicle Accident Response,B2,27-07-2018 12:30,2018,7,Friday,MAGNOLIA ST
I182060216,3410,Towed,E18,28-07-2018 00:00,2018,7,Saturday,WEST ST
I182060214,2629,Harassment,E5,30-07-2018 16:12,2018,7,Monday,AUGUSTUS AVE
I182060213,423,Aggravated Assault,A1,29-07-2018 14:00,2018,7,Sunday,NASHUA ST
I182060212,1304,Recovered Stolen Property,A1,30-07-2018 16:28,2018,7,Monday,TREMONT ST
I182060212,301,Robbery,A1,30-07-2018 16:28,2018,7,Monday,TREMONT ST
I182060212,423,Aggravated Assault,A1,30-07-2018 16:28,2018,7,Monday,TREMONT ST
I182060211,3115,Investigate Person,B2,27-07-2018 14:50,2018,7,Friday,ZEIGLER ST
I182060209,3207,Property Found,E13,30-07-2018 14:00,2018,7,Monday,BURROUGHS ST
I182060208,3114,Investigate Property,D4,30-07-2018 12:16,2018,7,Monday,WESTLAND AVE
I182060206,3114,Investigate Property,C11,30-07-2018 15:42,2018,7,Monday,CENTRE ST
I182060205,3207,Property Found,A1,30-07-2018 16:30,2018,7,Monday,NEW SUDBURY ST
I182060204,801,Simple Assault,C11,29-07-2018 15:45,2018,7,Sunday,BURT ST
I182060203,617,Larceny,B3,30-07-2018 16:31,2018,7,Monday,MILTON AVE
I182060202,1402,Vandalism,E13,27-07-2018 17:00,2018,7,Friday,CENTRE ST
I182060200,802,Simple Assault,B3,30-07-2018 15:59,2018,7,Monday,NIGHTINGALE ST
I182060197,1841,Drug Violation,A15,30-07-2018 16:12,2018,7,Monday,VINE ST
I182060196,1402,Vandalism,C11,30-07-2018 15:23,2018,7,Monday,WESTVILLE ST
I182060195,3205,License Plate Related Incidents,E13,26-07-2018 12:30,2018,7,Thursday,CHESTNUT PL
I182060194,3114,Investigate Property,D4,30-07-2018 15:59,2018,7,Monday,JERSEY ST
I182060193,617,Larceny,A1,29-07-2018 19:30,2018,7,Sunday,WINTER ST
I182060192,613,Larceny,D4,30-07-2018 12:45,2018,7,Monday,JERSEY ST
I182060191,413,Aggravated Assault,D4,30-07-2018 15:21,2018,7,Monday,HUNTINGTON AVE
I182060190,1402,Vandalism,D4,30-07-2018 14:00,2018,7,Monday,EDGERLY RD
I182060189,802,Simple Assault,D4,30-07-2018 15:49,2018,7,Monday,ALBANY ST
I182060189,413,Aggravated Assault,D4,30-07-2018 15:49,2018,7,Monday,ALBANY ST
I182060187,3115,Investigate Person,D14,20-07-2018 20:00,2018,7,Friday,FIDELIS WAY
I182060186,3410,Towed,B2,30-07-2018 13:54,2018,7,Monday,HOMESTEAD ST
I182060185,613,Larceny,C11,30-07-2018 13:40,2018,7,Monday,DORCHESTER AVE
I182060184,413,Aggravated Assault,C11,30-07-2018 15:20,2018,7,Monday,
I182060183,2647,Other,B3,30-07-2018 15:42,2018,7,Monday,DEERING RD
I182060182,3207,Property Found,C11,30-07-2018 15:38,2018,7,Monday,LINDEN ST
I182060181,2629,Harassment,E13,26-07-2018 18:30,2018,7,Thursday,S HUNTINGTON AVE
I182060180,3301,Verbal Disputes,B2,30-07-2018 14:51,2018,7,Monday,DANUBE ST
I182060179,1108,Fraud,B2,23-07-2018 17:00,2018,7,Monday,BLUE HILL AVE
I182060178,3803,Motor Vehicle Accident Response,C6,30-07-2018 14:52,2018,7,Monday,C ST
I182060177,3831,Motor Vehicle Accident Response,A1,30-07-2018 14:48,2018,7,Monday,BEACH ST
I182060176,3831,Motor Vehicle Accident Response,D14,28-07-2018 20:00,2018,7,Saturday,BEACON ST
I182060174,1107,Fraud,A1,30-07-2018 11:44,2018,7,Monday,UNION ST
I182060174,1106,Confidence Games,A1,30-07-2018 11:44,2018,7,Monday,UNION ST
I182060173,1402,Vandalism,B2,26-07-2018 15:25,2018,7,Thursday,HUMBOLDT AVE
I182060172,1843,Drug Violation,A7,30-07-2018 15:06,2018,7,Monday,CHELSEA ST
I182060172,1849,Drug Violation,A7,30-07-2018 15:06,2018,7,Monday,CHELSEA ST
I182060170,617,Larceny,A1,26-07-2018 00:30,2018,7,Thursday,COMMERCIAL ST
I182060169,613,Larceny,D4,30-07-2018 14:39,2018,7,Monday,BOYLSTON ST
I182060168,1402,Vandalism,D4,28-07-2018 18:00,2018,7,Saturday,HAMMOND ST
I182060167,3803,Motor Vehicle Accident Response,E5,30-07-2018 14:18,2018,7,Monday,CENTRE ST
I182060165,3301,Verbal Disputes,B2,30-07-2018 14:27,2018,7,Monday,BLUE HILL AVE
I182060164,613,Larceny,D14,30-07-2018 13:22,2018,7,Monday,BEACON ST
I182060164,1102,Fraud,D14,30-07-2018 13:22,2018,7,Monday,BEACON ST
I182060164,1842,Drug Violation,D14,30-07-2018 13:22,2018,7,Monday,BEACON ST
I182060164,2403,Disorderly Conduct,D14,30-07-2018 13:22,2018,7,Monday,BEACON ST
I182060162,2629,Harassment,B2,30-07-2018 14:30,2018,7,Monday,GUILD ST
I182060161,3201,Property Lost,C6,28-07-2018 14:00,2018,7,Saturday,E BROADWAY
I182060159,3830,Motor Vehicle Accident Response,B2,14-07-2018 14:47,2018,7,Saturday,CEDAR ST
I182060156,3006,Medical Assistance,B2,30-07-2018 13:45,2018,7,Monday,DENNIS ST
I182060155,616,Larceny,D4,30-07-2018 14:33,2018,7,Monday,BERKELEY ST
I182060154,2623,Other,C11,7/7/2017 23:00,2017,7,Friday,GALLIVAN BLVD
I182060152,3201,Property Lost,C6,14-07-2018 14:00,2018,7,Saturday,COLUMBIA RD
I182060151,617,Larceny,A1,30-07-2018 11:30,2018,7,Monday,SUMMER ST
I182060150,413,Aggravated Assault,C11,29-07-2018 22:00,2018,7,Sunday,GENEVA AVE
I182060149,615,Larceny From Motor Vehicle,E13,27-07-2018 15:00,2018,7,Friday,FOREST HILLS AVE
I182060148,617,Larceny,C6,27-07-2018 00:00,2018,7,Friday,N ST
I182060147,617,Larceny,D14,29-07-2018 11:00,2018,7,Sunday,N BEACON ST
I182060146,1402,Vandalism,E5,29-07-2018 12:00,2018,7,Sunday,SUMMER ST
I182060145,616,Larceny,D14,30-07-2018 13:30,2018,7,Monday,WASHINGTON ST
I182060144,3207,Property Found,C11,30-07-2018 10:45,2018,7,Monday,GALLIVAN BLVD
I182060143,3831,Motor Vehicle Accident Response,C6,23-07-2018 15:15,2018,7,Monday,MASSACHUSETTS AVE
I182060140,3502,Missing Person Located,B3,30-07-2018 13:53,2018,7,Monday,STANDARD ST
I182060140,3501,Missing Person Reported,B3,30-07-2018 13:53,2018,7,Monday,STANDARD ST
I182060139,3201,Property Lost,D4,28-07-2018 23:00,2018,7,Saturday,HUNTINGTON AVE
I182060138,3114,Investigate Property,B2,30-07-2018 10:26,2018,7,Monday,COLUMBIA RD
I182060137,617,Larceny,D4,17-06-2018 08:00,2018,6,Sunday,HARRISON AVE
I182060136,3006,Medical Assistance,B2,30-07-2018 11:02,2018,7,Monday,WAIT ST
I182060135,3115,Investigate Person,E5,28-07-2018 00:45,2018,7,Saturday,LYALL ST
I182060134,3410,Towed,D14,30-07-2018 11:39,2018,7,Monday,COMMONWEALTH AVE
I182060133,619,Larceny,A1,22-07-2018 20:30,2018,7,Sunday,FULTON ST
I182060132,802,Simple Assault,B2,26-07-2018 12:42,2018,7,Thursday,PERRIN ST
I182060132,413,Aggravated Assault,B2,26-07-2018 12:42,2018,7,Thursday,PERRIN ST
I182060132,617,Larceny,B2,26-07-2018 12:42,2018,7,Thursday,PERRIN ST
I182060131,3831,Motor Vehicle Accident Response,C6,29-07-2018 20:00,2018,7,Sunday,W FIFTH ST
I182060130,1842,Drug Violation,C6,30-07-2018 13:30,2018,7,Monday,SOUTHAMPTON ST
I182060129,1848,Drug Violation,B3,30-07-2018 12:59,2018,7,Monday,BLUE HILL AVE
I182060128,1402,Vandalism,C11,28-07-2018 08:00,2018,7,Saturday,IOWA ST
I182060126,3115,Investigate Person,D4,30-07-2018 12:15,2018,7,Monday,W DEDHAM ST
I182060125,615,Larceny From Motor Vehicle,E18,27-07-2018 17:00,2018,7,Friday,AMERICAN LEGION HWY
I182060122,1846,Drug Violation,C6,30-07-2018 12:50,2018,7,Monday,
I182060122,1874,Drug Violation,C6,30-07-2018 12:50,2018,7,Monday,
I182060121,1402,Vandalism,C6,1/7/2018 8:00,2018,7,Sunday,DORCHESTER AVE
I182060120,617,Larceny,E13,30-07-2018 12:33,2018,7,Monday,THOMAS ST
I182060119,617,Larceny,E13,27-07-2018 11:30,2018,7,Friday,ELIOT ST
I182060118,1102,Fraud,C6,25-07-2018 10:00,2018,7,Wednesday,WILLIAM T MORRISSEY BLVD
I182060116,3006,Medical Assistance,B2,30-07-2018 11:46,2018,7,Monday,STANWOOD ST
I182060114,3002,Medical Assistance,D4,30-07-2018 12:37,2018,7,Monday,NEWBURY ST
I182060113,3831,Motor Vehicle Accident Response,B3,30-07-2018 11:38,2018,7,Monday,BLUE HILL AVE
I182060112,3502,Missing Person Located,C11,29-07-2018 13:00,2018,7,Sunday,DORCHESTER AVE
I182060111,2647,Other,C11,7/6/2018 10:00,2018,6,Thursday,ADAMS ST
I182060109,3801,Motor Vehicle Accident Response,A1,27-07-2018 22:00,2018,7,Friday,CLINTON ST
I182060108,3125,Warrant Arrests,B3,30-07-2018 12:22,2018,7,Monday,BLUE HILL AVE
I182060107,3831,Motor Vehicle Accident Response,C6,29-07-2018 23:30,2018,7,Sunday,W BROADWAY
I182060106,1102,Fraud,A1,29-07-2018 00:00,2018,7,Sunday,TEMPLE ST
I182060105,3207,Property Found,D4,30-07-2018 12:13,2018,7,Monday,HARRISON AVE
I182060104,613,Larceny,A1,30-07-2018 10:15,2018,7,Monday,FANEUIL HALL MARKETPLACE
I182060103,3208,Property Lost,B3,30-07-2018 12:10,2018,7,Monday,NEW ENGLAND AVE
I182060102,3115,Investigate Person,B3,30-07-2018 11:13,2018,7,Monday,RIVER ST
I182060101,1107,Fraud,A1,30-07-2018 11:04,2018,7,Monday,ASH ST
I182060100,3620,Other,A7,30-07-2018 10:57,2018,7,Monday,PARIS ST
I182060099,3410,Towed,A7,30-07-2018 09:35,2018,7,Monday,WEBSTER ST
I182060098,3006,Medical Assistance,E5,30-07-2018 10:25,2018,7,Monday,HAYES RD
I182060095,3831,Motor Vehicle Accident Response,E13,25-07-2018 09:00,2018,7,Wednesday,AMORY ST
I182060094,3115,Investigate Person,D4,30-07-2018 10:44,2018,7,Monday,W NEWTON ST
I182060093,3006,Medical Assistance,E13,30-07-2018 09:23,2018,7,Monday,ROBESON ST
I182060090,1402,Vandalism,C11,30-07-2018 10:37,2018,7,Monday,LYNDHURST ST
I182060089,3831,Motor Vehicle Accident Response,B3,30-07-2018 11:14,2018,7,Monday,BLUE HILL AVE
I182060088,521,Residential Burglary,E13,30-07-2018 11:05,2018,7,Monday,HYDE PARK AVE
I182060087,2905,Violations,D14,30-07-2018 10:06,2018,7,Monday,WASHINGTON ST
I182060086,3811,Motor Vehicle Accident Response,C6,27-07-2018 16:30,2018,7,Friday,
I182060085,706,Auto Theft,D4,25-07-2018 19:15,2018,7,Wednesday,TREMONT ST
I182060084,1102,Fraud,B2,30-07-2018 11:06,2018,7,Monday,TREMONT ST
I182060083,3410,Towed,D4,30-07-2018 09:50,2018,7,Monday,PETERBOROUGH ST
I182060082,3207,Property Found,E5,30-07-2018 11:01,2018,7,Monday,SCHROEDER PLZ
I182060081,2646,Liquor Violation,B2,30-07-2018 10:59,2018,7,Monday,WASHINGTON ST
I182060080,2647,Other,B2,30-07-2018 10:36,2018,7,Monday,WASHINGTON ST
I182060079,2907,Violations,C6,30-07-2018 10:36,2018,7,Monday,DORCHESTER ST
I182060078,1102,Fraud,D14,25-07-2018 00:00,2018,7,Wednesday,KELTON ST
I182060077,3831,Motor Vehicle Accident Response,A1,30-07-2018 02:00,2018,7,Monday,CONGRESS ST
I182060076,802,Simple Assault,B3,28-07-2018 10:00,2018,7,Saturday,BLUE HILL AVE
I182060076,2647,Other,B3,28-07-2018 10:00,2018,7,Saturday,BLUE HILL AVE
I182060076,2610,Other,B3,28-07-2018 10:00,2018,7,Saturday,BLUE HILL AVE
I182060076,2629,Harassment,B3,28-07-2018 10:00,2018,7,Saturday,BLUE HILL AVE
I182060075,2610,Other,B2,30-07-2018 10:32,2018,7,Monday,ALBANY ST
I182060074,619,Larceny,A7,9/6/2018 8:00,2018,6,Saturday,WILLIAM F MCCLELLAN HWY
I182060074,2632,Evading Fare,A7,9/6/2018 8:00,2018,6,Saturday,WILLIAM F MCCLELLAN HWY
I182060072,3831,Motor Vehicle Accident Response,E13,12/7/2018 7:00,2018,7,Thursday,GLEN RD
I182060071,727,Auto Theft,E18,18-07-2018 15:36,2018,7,Wednesday,FAIRMOUNT AVE
I182060071,735,Auto Theft Recovery,E18,18-07-2018 15:36,2018,7,Wednesday,FAIRMOUNT AVE
I182060070,3410,Towed,A1,30-07-2018 08:56,2018,7,Monday,PINCKNEY ST
I182060069,3410,Towed,C6,30-07-2018 09:55,2018,7,Monday,M ST
I182060068,617,Larceny,B2,30-07-2018 10:28,2018,7,Monday,GURNEY ST
I182060066,3006,Medical Assistance,E18,30-07-2018 09:51,2018,7,Monday,HUNTINGTON AVE
I182060064,1001,Counterfeiting,A7,28-07-2018 12:45,2018,7,Saturday,CHELSEA ST
I182060062,2900,Other,E5,30-07-2018 08:38,2018,7,Monday,CENTRE ST
I182060061,727,Auto Theft,E18,20-06-2018 08:00,2018,6,Wednesday,FAIRMOUNT AVE
I182060061,735,Auto Theft Recovery,E18,20-06-2018 08:00,2018,6,Wednesday,FAIRMOUNT AVE
I182060060,3410,Towed,D4,30-07-2018 07:46,2018,7,Monday,MARLBOROUGH ST
I182060058,706,Auto Theft,D4,30-07-2018 09:43,2018,7,Monday,SHAWMUT AVE
I182060057,3802,Motor Vehicle Accident Response,D14,30-07-2018 08:19,2018,7,Monday,GLENCOE ST
I182060056,3201,Property Lost,C11,28-07-2018 16:00,2018,7,Saturday,DAKOTA ST
I182060055,3410,Towed,B2,30-07-2018 07:59,2018,7,Monday,CHESTERTON ST
I182060053,3115,Investigate Person,C11,30-07-2018 08:48,2018,7,Monday,SAWYER AVE
